protocol,size,usage_side,ts,rss,cpu,perf_base_ns,epoch_base_ns
rest_proto,100000,client,38561875298625,18362368,1.8,38531986968500,1747489247078456000
rest_proto,100000,client,38561876603875,18567168,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561877895958,18972672,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561879188208,19415040,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561880478416,19718144,2.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561881772541,19894272,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561883072916,20115456,2.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561884367208,20455424,2.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561885655375,20910080,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561886942083,21098496,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561888228625,21286912,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561889515250,21426176,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561890802000,21520384,2.5,38531986968500,1747489247078456000
rest_proto,100000,client,38561892089583,21553152,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561893381833,21557248,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561894670458,21569536,1.7000000000000002,38531986968500,1747489247078456000
rest_proto,100000,client,38561895956250,21700608,3.1,38531986968500,1747489247078456000
rest_proto,100000,client,38561897243500,21909504,1.8,38531986968500,1747489247078456000
rest_proto,100000,client,38561898534833,22052864,1.9,38531986968500,1747489247078456000
rest_proto,100000,client,38561899820291,22196224,2.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561901111041,22450176,1.9,38531986968500,1747489247078456000
rest_proto,100000,client,38561902398375,22773760,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561903685416,23289856,2.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561904970833,23568384,1.9,38531986968500,1747489247078456000
rest_proto,100000,client,38561906255875,23703552,1.5,38531986968500,1747489247078456000
rest_proto,100000,client,38561907542416,24260608,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561908828083,24498176,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561910119125,24645632,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561911404041,24784896,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561912689500,25190400,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561913977291,25280512,1.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561915263750,25460736,1.7000000000000002,38531986968500,1747489247078456000
rest_proto,100000,client,38561916549875,25788416,2.2,38531986968500,1747489247078456000
rest_proto,100000,client,38561917838708,26148864,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561919125791,26279936,1.8,38531986968500,1747489247078456000
rest_proto,100000,client,38561920410791,26329088,1.7000000000000002,38531986968500,1747489247078456000
rest_proto,100000,client,38561921698291,26456064,3.1,38531986968500,1747489247078456000
rest_proto,100000,client,38561922982833,26959872,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561924268208,27041792,2.5,38531986968500,1747489247078456000
rest_proto,100000,client,38561925557166,27279360,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561926842875,27545600,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561928128916,28098560,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561929416333,28659712,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561930703208,29057024,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561931993208,29245440,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561933281250,29388800,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561934570208,29540352,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561935859166,29687808,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561937145708,29831168,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561938432333,30007296,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561939724541,30154752,1.7000000000000002,38531986968500,1747489247078456000
rest_proto,100000,client,38561941017083,30535680,2.3,38531986968500,1747489247078456000
rest_proto,100000,client,38561942304041,30896128,2.5,38531986968500,1747489247078456000
rest_proto,100000,client,38561943593625,31342592,1.9,38531986968500,1747489247078456000
rest_proto,100000,client,38561944883333,31526912,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561946173208,31797248,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561947464208,32010240,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561948751125,32210944,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561950042833,32382976,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38561951333375,32505856,1.9,38531986968500,1747489247078456000
rest_proto,100000,client,38561952639875,32477184,1.5,38531986968500,1747489247078456000
rest_proto,100000,client,38561953988125,32645120,1.5,38531986968500,1747489247078456000
rest_proto,100000,client,38561955339333,32694272,0.9,38531986968500,1747489247078456000
rest_proto,100000,client,38561956663166,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561957950583,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561959239875,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561960527125,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561961815625,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561963114583,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561964414083,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561965702916,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561966992958,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561968278875,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561969567666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561970853666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561972141416,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561973431750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561974720666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561976023000,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561977311750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561978598541,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561979884625,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561981172750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561982457083,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561983744541,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561985032375,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561986317250,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561987606250,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561988894125,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561990182375,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561991471666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561992762250,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561994049833,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561995339375,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561996625166,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561997909250,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38561999198416,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562000485583,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562001775708,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562003064916,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562004349125,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562005637541,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562006923375,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562008207791,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562009492291,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562010777750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562012064875,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562013352750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562014640625,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562015925375,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562017213666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562018502291,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562019788791,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562021079375,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562022370291,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562023662583,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562024956625,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562026244750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562027532833,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562028821000,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562030107791,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562031393666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562032679583,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562033966041,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562035251666,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562036538416,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562037824500,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562039110416,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562040398000,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562041684708,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562042970125,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562044256583,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562045541916,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562046830750,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562048154333,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562049492791,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562050872416,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562052206000,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562053500708,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562054924083,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562056333625,32694272,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562057805083,32997376,1.8,38531986968500,1747489247078456000
rest_proto,100000,client,38562059156875,34209792,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562060461958,35504128,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562061775708,36810752,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562063102750,38125568,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562064460541,39464960,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562065768750,40771584,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562067062208,42090496,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562068352041,43634688,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562069650666,49434624,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562071022416,53792768,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562072317000,55562240,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562073603291,57393152,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562074889708,59109376,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562076175041,61022208,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562077461458,62771200,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562078757458,64520192,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562080043083,66273280,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562081330458,68022272,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562082616250,70139904,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562083901625,71884800,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562085186875,73621504,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562086472500,75362304,2.4,38531986968500,1747489247078456000
rest_proto,100000,client,38562087760583,76070912,2.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562089051958,76070912,0.5,38531986968500,1747489247078456000
rest_proto,100000,client,38562090344666,76070912,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562091659708,76087296,6.9,38531986968500,1747489247078456000
rest_proto,100000,client,38562092972000,76087296,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562094271625,76103680,4.5,38531986968500,1747489247078456000
rest_proto,100000,client,38562095572500,76103680,1.9,38531986968500,1747489247078456000
rest_proto,100000,client,38562096880000,76103680,0.0,38531986968500,1747489247078456000
rest_proto,100000,client,38562098181125,76103680,5.1,38531986968500,1747489247078456000
rest_proto,100000,client,38562099484125,76128256,2.8,38531986968500,1747489247078456000
rest_proto,1000000,client,38749596778250,18464768,7.1,38592351476166,1747489307440166000
rest_proto,1000000,client,38749598430291,18644992,2.2,38592351476166,1747489307440166000
rest_proto,1000000,client,38749599738958,19013632,2.4,38592351476166,1747489307440166000
rest_proto,1000000,client,38749601037500,19390464,2.4,38592351476166,1747489307440166000
rest_proto,1000000,client,38749602338375,19607552,1.9,38592351476166,1747489307440166000
rest_proto,1000000,client,38749603635083,19849216,2.1,38592351476166,1747489307440166000
rest_proto,1000000,client,38749604932541,20123648,2.8,38592351476166,1747489307440166000
rest_proto,1000000,client,38749606240208,20316160,1.3,38592351476166,1747489307440166000
rest_proto,1000000,client,38749607545208,20877312,2.4,38592351476166,1747489307440166000
rest_proto,1000000,client,38749608835083,21065728,2.5,38592351476166,1747489307440166000
rest_proto,1000000,client,38749610124458,21188608,2.4,38592351476166,1747489307440166000
rest_proto,1000000,client,38749611413375,21446656,1.8,38592351476166,1747489307440166000
rest_proto,1000000,client,38749612701083,21508096,2.8,38592351476166,1747489307440166000
rest_proto,1000000,client,38749613988708,21569536,1.9,38592351476166,1747489307440166000
rest_proto,1000000,client,38749615277000,21581824,2.0,38592351476166,1747489307440166000
rest_proto,1000000,client,38749616569583,21590016,3.4,38592351476166,1747489307440166000
